NAME,SYMBOL,SLUG,N MARKET PAIRS,DATE ADDED,TAGS,MAX SUPPLY,CIRC SUPPLY,TOTAL SUPPLY,CMC RANK,LAST UPDATED,EXCH CUR,PRICE,VOLUME 24h,% CHANGE 1h,% CHANGE 24h,% CHANGE 7d,% CHANGE 30d,% CHANGE 60d,% CHANGE 90d,MARKET CAP
Bitcoin,BTC,bitcoin,9538,2013-04-28T00:00:00.000Z,"mineable,pow,sha-256,store-of-value,state-channels,coinbase-ventures-portfolio,three-arrows-capital-portfolio,polychain-capital-portfolio,binance-labs-portfolio,arrington-xrp-capital,blockchain-capital-portfolio,boostvc-portfolio,cms-holdings-portfolio,dcg-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,fabric-ventures-portfolio,framework-ventures,galaxy-digital-portfolio,huobi-capital,alameda-research-portfolio,a16z-portfolio,1confirmation-portfolio,winklevoss-capital,usv-portfolio,placeholder-ventures-portfolio,pantera-capital-portfolio,multicoin-capital-portfolio,paradigm-xzy-screener",21000000,18706887,18706887,1,2021-05-11T12:52:02.000Z,GBP,39066.8924,51437323892,-0.35573598,-4.85824155,-3.97679102,-7.48552925,-2.07392903,21.59619501,7.3082E+11
Ethereum,ETH,ethereum,5467,2015-08-07T00:00:00.000Z,"mineable,pow,smart-contracts,ethereum,coinbase-ventures-portfolio,three-arrows-capital-portfolio,polychain-capital-portfolio,binance-labs-portfolio,arrington-xrp-capital,blockchain-capital-portfolio,boostvc-portfolio,cms-holdings-portfolio,dcg-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,fabric-ventures-portfolio,framework-ventures,hashkey-capital-portfolio,kinetic-capital,huobi-capital,alameda-research-portfolio,a16z-portfolio,1confirmation-portfolio,winklevoss-capital,usv-portfolio,placeholder-ventures-portfolio,pantera-capital-portfolio,multicoin-capital-portfolio,paradigm-xzy-screener",,115829532.3,115829532.3,2,2021-05-11T12:52:02.000Z,GBP,2797.668649,45203553650,-0.94397266,-4.51395394,11.32303259,84.45382026,123.1685325,127.8023364,3.24053E+11
Binance Coin,BNB,binance-coin,593,2017-07-25T00:00:00.000Z,"marketplace,centralized-exchange,payments,binance-smart-chain,alameda-research-portfolio,multicoin-capital-portfolio",170532785,153432897,169432897,3,2021-05-11T12:51:10.000Z,GBP,461.5901128,3881700810,-0.83847087,-2.28787802,-2.07990228,37.85230177,136.5755555,421.3027923,70823108241
Dogecoin,DOGE,dogecoin,355,2013-12-15T00:00:00.000Z,"mineable,pow,scrypt,medium-of-exchange,memes,payments",,1.29559E+11,1.29559E+11,4,2021-05-11T12:52:03.000Z,GBP,0.345545361,13657836825,-2.10043961,-4.36670596,-10.02357649,572.9873564,783.3503858,599.1700579,44768525411
Tether,USDT,tether,12692,2015-02-25T00:00:00.000Z,"store-of-value,payments,stablecoin,stablecoin-asset-backed,solana-ecosystem",,56517925145,58446291004,5,2021-05-11T12:51:10.000Z,GBP,0.706838798,1.43997E+11,-0.08332472,-0.45024109,-2.37414782,0.05759924,0.02722281,-0.11714046,39949062296
Cardano,ADA,cardano,260,2017-10-01T00:00:00.000Z,"mineable,dpos,pos,platform,research,smart-contracts,staking,binance-chain",45000000000,31948309441,45000000000,6,2021-05-11T12:52:07.000Z,GBP,1.208347754,4685440622,-1.31253023,-2.19450874,24.55190316,34.80000304,59.40876707,107.5426544,38604667959
XRP,XRP,xrp,673,2013-08-04T00:00:00.000Z,"medium-of-exchange,enterprise-solutions,binance-chain,arrington-xrp-capital,galaxy-digital-portfolio,a16z-portfolio,pantera-capital-portfolio",1E+11,35108326973,99997364318,7,2021-05-11T12:52:03.000Z,GBP,0.996403765,7852491717,-1.37641516,-9.91017673,-5.67293511,4.2763544,214.7345245,193.5393401,34982069184
Internet Computer,ICP,internet-computer,21,2021-03-23T00:00:00.000Z,"platform,distributed-computing,polychain-capital-portfolio,exnetwork-capital-portfolio",,123747067.8,469213710,8,2021-05-11T12:51:08.000Z,GBP,271.5824218,1245474256,-5.70981018,-0.46038466,-2.39343022,,,,33607528370
Polkadot,DOT,polkadot-new,192,2020-08-19T00:00:00.000Z,"substrate,polkadot,binance-chain,polkadot-ecosystem,three-arrows-capital-portfolio,polychain-capital-portfolio,blockchain-capital-portfolio,boostvc-portfolio,cms-holdings-portfolio,coinfund-portfolio,fabric-ventures-portfolio,fenbushi-capital-portfolio,hashkey-capital-portfolio,kinetic-capital,1confirmation-portfolio,placeholder-ventures-portfolio,pantera-capital-portfolio,exnetwork-capital-portfolio",,937011917.6,1072536032,9,2021-05-11T12:52:06.000Z,GBP,26.04055074,2267633160,-0.53919893,-7.93216084,-2.38324519,-9.01367005,2.92594077,59.822264,24400306386
Bitcoin Cash,BCH,bitcoin-cash,589,2017-07-23T00:00:00.000Z,"mineable,pow,sha-256,marketplace,medium-of-exchange,store-of-value,enterprise-solutions,payments,binance-chain",21000000,18733900,18733900,10,2021-05-11T12:51:10.000Z,GBP,954.2864696,6254625005,-0.8374508,-8.22313061,29.33455456,96.04002429,152.4531174,173.2340514,17877507293
Litecoin,LTC,litecoin,741,2013-04-28T00:00:00.000Z,"mineable,pow,scrypt,medium-of-exchange,binance-chain",84000000,66752414.52,66752414.52,11,2021-05-11T12:52:02.000Z,GBP,250.5240854,7795094102,-0.3814841,-10.52000788,7.3364613,39.95136769,69.14799731,97.39604239,16723087595
Uniswap,UNI,uniswap,243,2020-09-17T00:00:00.000Z,"decentralized-exchange,defi,dao,yield-farming,amm,coinbase-ventures-portfolio,three-arrows-capital-portfolio,governance,blockchain-capital-portfolio,defiance-capital,alameda-research-portfolio,a16z-portfolio,pantera-capital-portfolio,parafi-capital,paradigm-xzy-screener",1000000000,523384243.6,1000000000,12,2021-05-11T12:52:06.000Z,GBP,26.04809386,694513684.9,-0.37717304,-6.65076055,-18.75284227,21.26939196,21.54248422,79.14865758,13633161904
Chainlink,LINK,chainlink,505,2017-09-20T00:00:00.000Z,"platform,defi,oracles,smart-contracts,substrate,polkadot,polkadot-ecosystem,solana-ecosystem,framework-ventures",1000000000,419009556.4,1000000000,13,2021-05-11T12:51:14.000Z,GBP,32.32861302,2681091860,-1.87227206,-9.70952017,3.78374396,40.47541626,58.70444755,72.49902923,13545997802
Stellar,XLM,stellar,339,2014-08-05T00:00:00.000Z,"medium-of-exchange,enterprise-solutions,decentralized-exchange,smart-contracts,hashkey-capital-portfolio",50001806812,23083757259,50001803213,14,2021-05-11T12:52:06.000Z,GBP,0.451526579,3484719984,-1.16608018,-11.26222031,18.56049312,7.04278145,62.06701156,59.34467941,10422929950
USD Coin,USDC,usd-coin,981,2018-10-08T00:00:00.000Z,"medium-of-exchange,stablecoin,stablecoin-asset-backed",,14380157844,14380157844,15,2021-05-11T12:52:05.000Z,GBP,0.706600869,2229547973,-0.11646146,-0.46630491,-2.39083791,-0.06556422,-0.02433146,-0.0189592,10161032031
VeChain,VET,vechain,125,2017-08-22T00:00:00.000Z,"logistics,data-provenance,iot,smart-contracts,fenbushi-capital-portfolio",86712634466,64315576989,86712634466,16,2021-05-11T12:52:02.000Z,GBP,0.146056433,1756066320,-1.06972879,-7.6054517,1.81632208,51.89614343,197.8381789,508.8865817,9393703731
SHIBA INU,SHIB,shiba-inu,45,2020-08-01T00:00:00.000Z,memes,,3.94796E+14,1E+15,17,2021-05-11T12:51:10.000Z,GBP,2.22E-05,10629621286,-6.16558516,-14.41336477,1662.268089,32811.21231,195499.0488,305692.958,8756085355
Ethereum Classic,ETC,ethereum-classic,277,2016-07-24T00:00:00.000Z,"mineable,pow,ethash,platform,smart-contracts,dcg-portfolio",210700000,116313299,116313299,18,2021-05-11T12:52:05.000Z,GBP,74.03348539,9282842314,-1.15925829,-12.03912073,77.88630818,418.3318337,766.4282741,922.5300338,8611078923
Solana,SOL,solana,46,2020-04-10T00:00:00.000Z,"dpos,platform,solana-ecosystem,cms-holdings-portfolio,kinetic-capital,alameda-research-portfolio,multicoin-capital-portfolio",,272637427.6,494519161.7,19,2021-05-11T12:52:05.000Z,GBP,28.96955881,378889405.9,-1.32185554,-6.67236463,-14.95423917,56.41857731,165.9536599,418.9139466,7898185993
THETA,THETA,theta,52,2018-01-17T00:00:00.000Z,"media,collectibles-nfts,content-creation,video,huobi-capital",1000000000,1000000000,1000000000,20,2021-05-11T12:52:05.000Z,GBP,7.440845954,408411683.7,-1.1290421,-8.72801038,-6.26544197,-13.6133222,56.43597984,278.4976452,7440845954
Wrapped Bitcoin,WBTC,wrapped-bitcoin,118,2019-01-30T00:00:00.000Z,"medium-of-exchange,defi,stablecoin,stablecoin-asset-backed,wrapped-tokens",,173315.4086,173315.4086,21,2021-05-11T12:52:05.000Z,GBP,39283.30997,282499826.2,-0.56733665,-6.50105951,-3.46045162,-6.94025154,-1.54853608,22.54423703,6808402920
Filecoin,FIL,filecoin,120,2017-12-13T00:00:00.000Z,"mineable,distributed-computing,filesharing,storage,polychain-capital-portfolio,blockchain-capital-portfolio,boostvc-portfolio,dcg-portfolio,hashkey-capital-portfolio,a16z-portfolio,winklevoss-capital,pantera-capital-portfolio",,70412360,70412360,22,2021-05-11T12:52:05.000Z,GBP,96.46229567,948035190.9,-0.67009452,-5.28339608,-13.38885528,-22.67480693,214.6971095,258.2613274,6792137889
EOS,EOS,eos,476,2017-07-01T00:00:00.000Z,"medium-of-exchange,enterprise-solutions,smart-contracts,binance-chain,fenbushi-capital-portfolio,galaxy-digital-portfolio",,953285704.1,1029452782,23,2021-05-11T12:52:05.000Z,GBP,7.176755534,5722613944,10.45160995,-0.97826405,43.59275185,50.21707788,163.6829702,158.6795026,6841498452
TRON,TRX,tron,519,2017-09-13T00:00:00.000Z,"media,payments",,71659657369,1.00851E+11,24,2021-05-11T12:52:06.000Z,GBP,0.092299717,3104610200,-0.71043414,-8.44681937,0.31667587,9.64665726,159.8260582,190.1274035,6614166131
Binance USD,BUSD,binance-usd,650,2019-09-20T00:00:00.000Z,"store-of-value,stablecoin,stablecoin-asset-backed,binance-chain,binance-smart-chain",,7798823536,7798823536,25,2021-05-11T12:52:07.000Z,GBP,0.70665023,7811560028,-0.09672507,-0.45715039,-2.4192204,-0.048352,-0.01760677,-0.03759725,5511040448
Monero,XMR,monero,178,2014-05-21T00:00:00.000Z,"mineable,pow,medium-of-exchange,privacy,ringct,boostvc-portfolio,electric-capital-portfolio,galaxy-digital-portfolio",,17907020,17907020,26,2021-05-11T12:52:05.000Z,GBP,305.6587968,488281437.6,-0.91761382,-8.46218033,3.93928385,45.14662513,91.65627484,155.1705315,5473438188
Neo,NEO,neo,264,2016-09-08T00:00:00.000Z,"platform,enterprise-solutions,smart-contracts",100000000,70538831,100000000,27,2021-05-11T12:52:05.000Z,GBP,74.29164166,1314197289,-0.6561211,-9.8338356,0.26246486,63.71858941,159.7667743,227.5095931,5240445556
Bitcoin SV,BSV,bitcoin-sv,210,2018-11-09T00:00:00.000Z,"mineable,pow,sha-256,medium-of-exchange,store-of-value,state-channels",21000000,18729620.39,18729620.39,28,2021-05-11T12:52:07.000Z,GBP,243.0562835,2451432692,1.48178535,-2.41138922,-9.64850102,25.1005961,88.24731149,66.24831721,4552351925
Huobi Token,HT,huobi-token,170,2018-02-03T00:00:00.000Z,"marketplace,centralized-exchange,discount-token,payments,kinetic-capital,alameda-research-portfolio,multicoin-capital-portfolio",500000000,182827444.3,500000000,29,2021-05-11T12:52:06.000Z,GBP,23.78680305,1926433009,0.80045053,15.62411008,26.46369293,76.18903251,120.2744349,169.4722566,4348880409
Terra,LUNA,terra-luna,59,2019-07-26T00:00:00.000Z,"cosmos-ecosystem,store-of-value,defi,payments,stablecoin-algorithmically-stabilized,coinbase-ventures-portfolio,binance-labs-portfolio,solana-ecosystem,arrington-xrp-capital,hashkey-capital-portfolio,kinetic-capital,huobi-capital,pantera-capital-portfolio",,385209218.1,960099155.8,30,2021-05-11T12:52:03.000Z,GBP,11.26751657,357242916.1,-1.25172354,-6.67207604,-10.21990603,2.99755299,24.40411428,161.532635,4340351249
PancakeSwap,CAKE,pancakeswap,117,2020-09-25T00:00:00.000Z,"decentralized-exchange,defi,yield-farming,binance-chain,amm,binance-smart-chain",,164900128.9,164900128.9,31,2021-05-11T12:52:02.000Z,GBP,25.399525,295345013,-1.50573875,-5.63133689,-9.81512555,54.8545558,214.5155016,490.2108809,4188384946
IOTA,MIOTA,iota,65,2017-06-13T00:00:00.000Z,"dag,medium-of-exchange,iot,sharing-economy",2779530283,2779530283,2779530283,32,2021-05-11T12:52:08.000Z,GBP,1.434317873,151800042,-1.55977588,-6.90812122,-0.17868692,0.39480808,50.15679538,162.5410023,3986729963
FTX Token,FTT,ftx-token,46,2019-07-31T00:00:00.000Z,"marketplace,centralized-exchange,derivatives,cms-holdings-portfolio,kinetic-capital,alameda-research-portfolio,pantera-capital-portfolio,exnetwork-capital-portfolio",339228639,94346957.52,345219293.6,33,2021-05-11T12:52:03.000Z,GBP,41.81552078,134295589.9,-0.82135577,-4.96967308,0.61925967,21.36353404,59.73347024,192.370975,3945167163
Aave,AAVE,aave,201,2020-10-02T00:00:00.000Z,"defi,dao,yield-farming,three-arrows-capital-portfolio,governance,lending-borowing,blockchain-capital-portfolio,defiance-capital,framework-ventures,alameda-research-portfolio,pantera-capital-portfolio,parafi-capital",16000000,12488045.99,16000000,34,2021-05-11T12:52:03.000Z,GBP,303.3752597,383714066.4,-2.10105136,-8.09556426,-17.35247036,17.2953401,13.49636436,-16.08560093,3788564194
Klaytn,KLAY,klaytn,37,2020-03-30T00:00:00.000Z,"platform,enterprise-solutions",,2462230134,10566536387,35,2021-05-11T12:52:04.000Z,GBP,1.536157469,68450410.39,-1.99850618,2.48546104,-13.67637208,-27.36933102,11.47099217,267.7217124,3782373211
Cosmos,ATOM,cosmos,171,2019-03-14T00:00:00.000Z,"platform,cosmos-ecosystem,content-creation,interoperability,binance-chain,polychain-capital-portfolio,dragonfly-capital-portfolio,hashkey-capital-portfolio,1confirmation-portfolio,paradigm-xzy-screener,exnetwork-capital-portfolio",,210767262.8,268551865.8,36,2021-05-11T12:51:09.000Z,GBP,17.58991629,661466374.7,-1.94046087,-10.24065281,6.44846099,15.90648406,31.5941593,75.68699377,3707378508
Tezos,XTZ,tezos,164,2017-10-06T00:00:00.000Z,"platform,enterprise-solutions,smart-contracts,binance-chain,polychain-capital-portfolio,boostvc-portfolio,winklevoss-capital",,800245264.3,800245264.3,37,2021-05-11T12:51:17.000Z,GBP,4.40854412,373972200.8,-1.31145155,-8.88498786,2.5840302,-4.33145403,56.16169943,70.19341852,3527916554
Polygon,MATIC,polygon,116,2019-04-28T00:00:00.000Z,"platform,enterprise-solutions,state-channels,coinbase-ventures-portfolio,binance-launchpad,binance-labs-portfolio",10000000000,5188388130,10000000000,38,2021-05-11T12:51:09.000Z,GBP,0.668930575,984651366.2,-3.43485989,1.87814456,19.76186864,161.7221589,101.5344061,715.7324098,3470671456
Maker,MKR,maker,208,2017-01-29T00:00:00.000Z,"store-of-value,defi,dao,polychain-capital-portfolio,governance,lending-borowing,dragonfly-capital-portfolio,electric-capital-portfolio,a16z-portfolio,1confirmation-portfolio,placeholder-ventures-portfolio,pantera-capital-portfolio,paradigm-xzy-screener",1005577,995238.7783,995238.7783,39,2021-05-11T12:52:06.000Z,GBP,3463.302779,289438399.1,-1.79541124,-8.49959469,-18.98219173,119.3517668,124.9680016,102.5104308,3446813227
Dai,DAI,multi-collateral-dai,442,2019-11-22T00:00:00.000Z,"defi,stablecoin",,4756015347,4756015373,40,2021-05-11T12:52:06.000Z,GBP,0.706864465,487191879.5,-0.05643436,-0.50567601,-2.37826249,-0.00398914,-0.06579958,-0.04515589,3361858242
Avalanche,AVAX,avalanche,57,2020-07-13T00:00:00.000Z,"defi,polychain-capital-portfolio,avalanche-ecosystem,cms-holdings-portfolio,dragonfly-capital-portfolio",720000000,128881612.1,383047647.1,41,2021-05-11T12:52:05.000Z,GBP,24.33085543,351021354.8,-2.12844252,-11.23837181,-2.11344609,9.41195495,16.32189644,-27.78613788,3135799872
BitTorrent,BTT,bittorrent,142,2019-01-31T00:00:00.000Z,"platform,distributed-computing,filesharing,storage,binance-launchpad,binance-labs-portfolio",,6.59953E+11,9.9E+11,42,2021-05-11T12:52:08.000Z,GBP,0.004719149,1127150305,-0.26358098,-4.9850496,-1.21011886,-17.18100064,397.5523909,503.0945431,3114414692
Crypto.com Coin,CRO,crypto-com-coin,116,2018-12-14T00:00:00.000Z,"medium-of-exchange,cosmos-ecosystem,centralized-exchange,mobile,payments",,25263013692,30263013692,43,2021-05-11T12:52:07.000Z,GBP,0.118137077,152486653.2,-0.63531455,-6.08587849,-8.93038745,-21.11996986,-15.1622682,133.4846083,2984498587
Algorand,ALGO,algorand,133,2019-06-20T00:00:00.000Z,"pos,platform,research,smart-contracts,arrington-xrp-capital,kinetic-capital,usv-portfolio,multicoin-capital-portfolio,exnetwork-capital-portfolio",10000000000,3030867553,5508001175,44,2021-05-11T12:52:06.000Z,GBP,0.980153453,251901281.3,-0.98146182,-6.28947999,-4.86427274,-3.85149934,23.50539678,41.70664957,2970715296
THORChain,RUNE,thorchain,30,2019-07-23T00:00:00.000Z,"cosmos-ecosystem,decentralized-exchange,defi,multicoin-capital-portfolio,exnetwork-capital-portfolio",,239904354.5,500000000,45,2021-05-11T12:52:02.000Z,GBP,12.0303094,104240739.4,-3.0871823,-2.10420359,-8.62923168,46.14640172,183.6084543,278.951848,2886123612
Compound,COMP,compound,187,2020-06-16T00:00:00.000Z,"defi,dao,yield-farming,coinbase-ventures-portfolio,three-arrows-capital-portfolio,polychain-capital-portfolio,lending-borowing,dragonfly-capital-portfolio,alameda-research-portfolio,a16z-portfolio,pantera-capital-portfolio,paradigm-xzy-screener",10000000,5075623.648,10000000,46,2021-05-11T12:52:07.000Z,GBP,561.926858,374322228.2,-1.36456787,2.06405791,-6.1941153,77.18227248,76.39835598,67.31405056,2852129249
Dash,DASH,dash,361,2014-02-14T00:00:00.000Z,"mineable,hybrid-pow-pos,x11,medium-of-exchange,privacy,masternodes,dao",18900000,10125471.49,10125471.49,47,2021-05-11T12:52:03.000Z,GBP,264.4906894,962695552.4,-0.96028329,-9.45001001,0.76335508,30.75246359,66.33913709,177.5702895,2678092934
Revain,REV,revain,26,2017-11-01T00:00:00.000Z,"platform,reputation,smart-contracts",,85061485690,85061485690,48,2021-05-11T12:52:03.000Z,GBP,0.030084979,27805790.93,5.690569,156.8369357,221.7591306,229.7768559,245.9372847,250.5997524,2559073008
Waves,WAVES,waves,151,2016-06-02T00:00:00.000Z,"lpos,platform,smart-contracts,solana-ecosystem",,105073924,105073924,49,2021-05-11T12:52:04.000Z,GBP,24.51665127,334388718.5,1.56384908,-2.80099625,-9.91561229,122.6173238,247.1672642,269.3673004,2576060752
Kusama,KSM,kusama,70,2019-12-12T00:00:00.000Z,"substrate,polkadot-ecosystem,cms-holdings-portfolio,kinetic-capital,1confirmation-portfolio",,8470098.057,9651217.451,50,2021-05-11T12:51:10.000Z,GBP,284.0193731,175770417.4,-2.38871786,-8.25977488,-8.70364162,-8.07593306,26.30079646,214.2802492,2405671940
Zcash,ZEC,zcash,264,2016-10-29T00:00:00.000Z,"mineable,pow,equihash,medium-of-exchange,privacy,zero-knowledge-proofs,binance-chain,boostvc-portfolio,dcg-portfolio,electric-capital-portfolio,fenbushi-capital-portfolio,hashkey-capital-portfolio,winklevoss-capital,placeholder-ventures-portfolio,pantera-capital-portfolio",21000000,11745812.5,11745812.5,51,2021-05-11T12:52:06.000Z,GBP,197.2434331,962188366.1,-1.14228228,-9.30250501,8.44350578,27.6341909,84.32075039,149.3875295,2316784382
UNUS SED LEO,LEO,unus-sed-leo,23,2019-05-21T00:00:00.000Z,"marketplace,centralized-exchange,discount-token,payments,arrington-xrp-capital,kinetic-capital,alameda-research-portfolio",,953954130,985239504,52,2021-05-11T12:52:06.000Z,GBP,2.356553655,5595060.217,-1.80608558,8.20812684,29.02614452,55.7212154,67.43470278,140.7313213,2248044091
Elrond,EGLD,elrond-egld,38,2020-09-04T00:00:00.000Z,"binance-launchpad,binance-labs-portfolio,electric-capital-portfolio,exnetwork-capital-portfolio",31415926,17434158.03,21680693,53,2021-05-11T12:51:09.000Z,GBP,124.9601787,93039035.13,-0.91874719,-5.08865306,-8.22064827,-26.39308171,21.13086985,1.75648547,2178575502
NEM,XEM,nem,104,2015-04-01T00:00:00.000Z,"poi,medium-of-exchange,payments,smart-contracts",8999999999,8999999999,8999999999,54,2021-05-11T12:51:10.000Z,GBP,0.241046629,211997741.3,-1.18862959,-8.05001873,1.1270013,-23.4120535,-16.65451578,0.43492939,2169419660
Bitcoin BEP2,BTCB,bitcoin-bep2,43,2019-06-18T00:00:00.000Z,binance-chain,,54598.02264,59501,55,2021-05-11T12:51:15.000Z,GBP,39099.6742,93507429.71,-0.45247087,-5.11929131,-3.5966828,-7.149175,-1.63924158,23.27260514,2134764897
Decred,DCR,decred,56,2016-02-10T00:00:00.000Z,"mineable,hybrid-pow-pos,blake256,medium-of-exchange,store-of-value,privacy,dao,placeholder-ventures-portfolio",21000000,12915149.69,12915149.69,56,2021-05-11T12:52:03.000Z,GBP,147.8216935,31665291.38,-0.24350098,-4.39818622,4.17759139,6.49861603,22.60804424,122.3337298,1909139299
Telcoin,TEL,telcoin,11,2018-01-14T00:00:00.000Z,medium-of-exchange,1E+11,51270110195,1E+11,57,2021-05-11T12:52:05.000Z,GBP,0.035741998,125494083.5,-5.96180824,-1.8572346,153.9897311,673.7187994,500.0278478,1703.326927,1832496169
Chiliz,CHZ,chiliz,116,2019-07-01T00:00:00.000Z,"sports,collectibles-nfts,content-creation,payments",8888888888,5586355378,8888888888,58,2021-05-11T12:51:13.000Z,GBP,0.311387917,323115992.7,-1.77037796,-7.48893233,-13.5878985,-7.8428797,-15.70972578,1519.807623,1739523563
Zilliqa,ZIL,zilliqa,111,2018-01-25T00:00:00.000Z,"mineable,platform,payments,smart-contracts,polychain-capital-portfolio,kinetic-capital",21000000000,11270199168,14561666321,59,2021-05-11T12:52:06.000Z,GBP,0.153341834,229307290.3,-0.74934289,-6.8372788,1.25358147,7.23806928,21.094314,119.4015365,1728193012
yearn.finance,YFI,yearn-finance,245,2020-07-18T00:00:00.000Z,"defi,yield-farming,yield-aggregator,yearn-partnerships,three-arrows-capital-portfolio,polychain-capital-portfolio,governance,blockchain-capital-portfolio,framework-ventures,alameda-research-portfolio,parafi-capital",36666,36634.94064,36666,60,2021-05-11T12:51:08.000Z,GBP,46718.83757,1194807059,-1.39091633,19.77397877,17.21431292,43.67836528,79.96527028,89.90409904,1711541841
Hedera Hashgraph,HBAR,hedera-hashgraph,46,2019-09-17T00:00:00.000Z,"dag,marketplace,enterprise-solutions,payments,dcg-portfolio",50000000000,8252686239,50000000000,61,2021-05-11T12:52:07.000Z,GBP,0.194555798,263659935.6,-1.81517658,-3.35504196,-11.45142143,-24.24843655,3.29849094,157.4127048,1605607955
Qtum,QTUM,qtum,192,2017-05-24T00:00:00.000Z,"platform,smart-contracts,kinetic-capital",107822406,98356556.73,103390360,62,2021-05-11T12:52:08.000Z,GBP,16.49083349,999510227.6,0.54865072,-9.90806804,52.88742587,54.93339364,293.4370063,263.2157299,1621981600
Holo,HOT,holo,83,2018-04-29T00:00:00.000Z,"platform,distributed-computing,filesharing,storage",,1.69164E+11,1.77619E+11,63,2021-05-11T12:52:08.000Z,GBP,0.008986978,284341546.7,-0.03952882,-8.77307673,-13.9308555,-29.79548706,309.1110227,1073.719649,1520274873
Nexo,NEXO,nexo,42,2018-05-01T00:00:00.000Z,"services,payments,arrington-xrp-capital",1000000000,560000011,1000000000,64,2021-05-11T12:52:07.000Z,GBP,2.694229243,6931845.598,-0.59226473,-4.57033159,-2.57302445,31.12301547,56.72842829,131.4046572,1508768406
OKB,OKB,okb,61,2019-04-30T00:00:00.000Z,"marketplace,centralized-exchange,discount-token,alameda-research-portfolio",,60000000,300000000,65,2021-05-11T12:51:10.000Z,GBP,25.09734732,1739295400,0.24452405,2.36716904,-11.26742295,71.63132616,124.9418941,295.8238355,1505840839
Decentraland,MANA,decentraland,145,2017-09-17T00:00:00.000Z,"platform,collectibles-nfts,gaming,payments,metaverse,boostvc-portfolio,dcg-portfolio,fabric-ventures-portfolio,kinetic-capital",,1578089913,2194460527,66,2021-05-11T12:51:15.000Z,GBP,0.953745622,216354878.9,-0.79037683,-6.91637728,-1.43839578,23.7514469,134.8398166,462.519623,1505096346
TerraUSD,UST,terrausd,63,2020-09-21T00:00:00.000Z,stablecoin,,2066113606,2066113606,67,2021-05-11T12:51:13.000Z,GBP,0.706206801,39651694.88,-0.17060204,-0.44667979,-2.4592875,0.182463,-0.02952954,-0.41878164,1459103479
Stacks,STX,stacks,22,2019-10-28T00:00:00.000Z,"arrington-xrp-capital,blockchain-capital-portfolio,dcg-portfolio,fabric-ventures-portfolio,hashkey-capital-portfolio,huobi-capital,usv-portfolio",1818000000,1119151783,1352464600,68,2021-05-11T12:51:09.000Z,GBP,1.273584873,25071826.48,-0.45682112,-3.07773137,-19.39789866,-4.33515863,53.53245498,246.586342,1425334781
Basic Attention Token,BAT,basic-attention-token,272,2017-06-01T00:00:00.000Z,"marketing,content-creation,defi,payments,dcg-portfolio,1confirmation-portfolio,pantera-capital-portfolio",1500000000,1492816441,1500000000,69,2021-05-11T12:51:09.000Z,GBP,0.938266299,405898033.3,-1.15590168,-8.32572163,5.24964541,-11.15505586,73.25797784,214.4358159,1400659356
Bitcoin Gold,BTG,bitcoin-gold,70,2017-10-23T00:00:00.000Z,"mineable,medium-of-exchange,payments",21000000,17513923.59,17513923.59,70,2021-05-11T12:52:02.000Z,GBP,78.75966197,130892074,0.19827454,-9.58887351,7.85342008,-10.34207585,234.4500183,701.3644889,1379390702
Fantom,FTM,fantom,51,2018-10-29T00:00:00.000Z,"platform,enterprise-solutions,defi,research,scaling,smart-contracts",3175000000,2545006273,2545006273,71,2021-05-11T12:52:06.000Z,GBP,0.537540073,226516421.2,-2.26769205,-8.88079517,1.48423385,74.36646493,84.3204244,455.9045866,1368042857
Synthetix,SNX,synthetix-network-token,175,2018-03-14T00:00:00.000Z,"services,decentralized-exchange,defi,derivatives,dao,yield-farming,three-arrows-capital-portfolio,governance,synthetics,defiance-capital,framework-ventures,alameda-research-portfolio,parafi-capital",212424133,114841533,215258834.2,72,2021-05-11T12:52:07.000Z,GBP,11.48142976,124921236.9,-1.54301434,-7.9761227,-11.56154972,-14.97017966,-17.51524447,-34.38879654,1318544995
Ontology,ONT,ontology,137,2018-03-08T00:00:00.000Z,"enterprise-solutions,identity,binance-smart-chain,polkadot-ecosystem,huobi-capital",1000000000,819335767,1000000000,73,2021-05-11T12:52:07.000Z,GBP,1.614775036,688359626.1,-1.32406677,-12.03202738,18.05498146,16.21253695,106.6516587,170.3497534,1323042942
Enjin Coin,ENJ,enjin-coin,156,2017-11-01T00:00:00.000Z,"media,collectibles-nfts,gaming,ethereum,metaverse",1000000000,834313756.7,1000000000,74,2021-05-11T12:52:03.000Z,GBP,1.569261762,190171529.4,-2.32786878,-8.09159747,-13.6614304,-28.75371144,3.74464718,443.2726016,1309256676
DigiByte,DGB,digibyte,101,2014-02-06T00:00:00.000Z,"mineable,pow,multiple-algorithms,medium-of-exchange,collectibles-nfts,iot,payments",21000000000,14298068481,14298068481,75,2021-05-11T12:52:03.000Z,GBP,0.090790304,86744638.68,-1.02047368,-9.63908698,-12.34766854,43.07159482,112.1945751,176.8126563,1298125983
Theta Fuel,TFUEL,theta-fuel,17,2019-03-28T00:00:00.000Z,"media,content-creation,payments",,5270590400,5270590400,76,2021-05-11T12:51:09.000Z,GBP,0.245103667,42985325.15,-2.81336667,-5.54727598,-3.77843719,-1.58520206,-17.92503533,735.2556079,1291841033
